Pressure,Flow_Rate,Temperature,Vibration,RPM,Operational_Hours,Zone,Block,Pipe,Location_Code,Latitude,Longitude,Leakage_Flag
80.92,83.15,98.62,3.227,1656.53,9955,Zone_4,Block_5,Pipe_1,Zone_4_Block_5_Pipe_1,25.15462,55.233356,0
51.7,88.69,100.57,3.6964,1719.07,7471,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.206049,55.262476,0
56.74,95.76,97.84,2.2253,2048.87,4766,Zone_1,Block_5,Pipe_1,Zone_1_Block_5_Pipe_1,25.209961,55.273832,0
46.83,83.94,97.07,2.5696,2165.11,1289,Zone_5,Block_2,Pipe_5,Zone_5_Block_2_Pipe_5,25.189233,55.286707,0
69.75,68.42,101.0,1.9661,2168.11,1542,Zone_2,Block_5,Pipe_5,Zone_2_Block_5_Pipe_5,25.277131,55.296519,0
74.5,87.84,99.0,2.9689,1155.61,8809,Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.102439,55.15868,0
47.5,115.51,93.07,2.5828,2262.58,2720,Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.141367,55.241485,1
54.76,99.18,104.74,3.813,1900.82,8735,Zone_5,Block_2,Pipe_4,Zone_5_Block_2_Pipe_4,25.190675,55.278836,0
40.23,107.42,93.52,2.5708,1899.35,8861,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.208175,55.270346,1
53.48,76.15,94.48,2.7982,1040.22,6861,Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.152445,55.232362,0
53.27,103.56,100.78,2.716,1799.49,3484,Zone_2,Block_4,Pipe_4,Zone_2_Block_4_Pipe_4,25.27735,55.29212,1
46.98,80.01,105.38,3.4498,2648.32,3386,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.098226,55.164273,0
66.4,91.51,102.31,3.2318,1817.33,1561,Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.096064,55.167514,0
66.93,66.49,96.72,3.4244,2049.39,5963,Zone_4,Block_3,Pipe_5,Zone_4_Block_3_Pipe_5,25.152244,55.223082,0
63.92,56.43,98.69,3.1213,2065.87,4203,Zone_4,Block_1,Pipe_5,Zone_4_Block_1_Pipe_5,25.140122,55.224259,0
49.13,95.11,92.95,2.0268,1717.27,3892,Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.194144,55.290653,1
79.72,72.81,96.43,2.0993,1438.48,2468,Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.088183,55.169312,0
50.34,76.6,104.3,2.6936,1984.53,8915,Zone_4,Block_5,Pipe_5,Zone_4_Block_5_Pipe_5,25.147579,55.225308,0
86.39,55.02,104.1,2.8834,2330.41,3603,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.187098,55.279642,0
72.9,69.53,96.29,3.0043,1841.27,1491,Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.090402,55.166055,0
53.72,70.5,96.69,2.5169,2089.1,5094,Zone_5,Block_3,Pipe_5,Zone_5_Block_3_Pipe_5,25.202083,55.287763,0
44.86,66.78,100.33,3.4923,2491.33,6922,Zone_2,Block_3,Pipe_2,Zone_2_Block_3_Pipe_2,25.272501,55.293413,0
61.67,106.34,99.58,2.6236,2050.43,9098,Zone_3,Block_4,Pipe_5,Zone_3_Block_4_Pipe_5,25.087389,55.167102,0
66.22,84.62,109.97,3.6531,1574.04,1447,Zone_3,Block_4,Pipe_5,Zone_3_Block_4_Pipe_5,25.100748,55.157534,0
58.08,90.93,108.49,2.9704,2203.4,6446,Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.199095,55.274456,0
52.02,83.12,101.41,3.2057,2223.29,8003,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.193503,55.289781,0
64.45,93.89,100.74,2.7794,2219.75,4634,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.199884,55.286425,0
50.79,84.62,93.16,2.9584,1659.51,9164,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.19275,55.286383,0
66.2,74.69,102.38,2.8764,2332.46,1607,Zone_5,Block_2,Pipe_4,Zone_5_Block_2_Pipe_4,25.189501,55.278785,0
56.07,63.15,102.32,2.7294,1921.95,2606,Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.149224,55.225297,0
64.3,70.35,96.19,2.9144,1961.26,5986,Zone_1,Block_3,Pipe_4,Zone_1_Block_3_Pipe_4,25.210453,55.274645,0
47.84,105.63,98.31,3.7753,1894.54,3476,Zone_2,Block_2,Pipe_3,Zone_2_Block_2_Pipe_3,25.275682,55.290443,1
54.39,65.62,97.39,2.911,1881.63,3310,Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.091,55.167163,0
48.12,97.99,95.38,3.0165,2177.73,4624,Zone_4,Block_4,Pipe_2,Zone_4_Block_4_Pipe_2,25.153163,55.226831,1
54.71,68.51,98.06,3.267,2434.82,3242,Zone_2,Block_2,Pipe_3,Zone_2_Block_2_Pipe_3,25.281816,55.291309,0
52.2,80.81,97.84,2.864,2196.81,9545,Zone_3,Block_4,Pipe_4,Zone_3_Block_4_Pipe_4,25.097026,55.163512,0
61.2,76.92,105.77,2.9259,2502.21,6995,Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.206575,55.256073,0
53.46,80.47,93.92,3.5016,1930.29,5463,Zone_5,Block_4,Pipe_5,Zone_5_Block_4_Pipe_5,25.200135,55.278053,0
55.37,71.52,105.06,4.0579,1355.69,6352,Zone_5,Block_2,Pipe_4,Zone_5_Block_2_Pipe_4,25.194068,55.280255,0
62.5,85.08,102.02,2.2198,2286.95,8993,Zone_1,Block_4,Pipe_4,Zone_1_Block_4_Pipe_4,25.202767,55.25672,0
68.5,59.71,99.79,2.925,2222.5,3103,Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.153864,55.233721,0
76.65,103.45,96.08,2.8643,1749.45,2918,Zone_1,Block_2,Pipe_5,Zone_1_Block_2_Pipe_5,25.20212,55.271409,0
48.41,92.5,99.16,2.543,2176.96,2698,Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.146305,55.225209,1
50.2,74.26,102.94,2.7099,2290.35,3387,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.152761,55.221782,0
66.03,85.31,98.36,1.9204,2365.15,9685,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.151644,55.226014,0
46.78,76.71,99.5,2.3873,1906.64,3926,Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.201642,55.270121,0
39.38,65.45,98.13,2.9018,2425.85,8245,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.155502,55.232204,0
66.41,73.72,97.51,2.6044,1710.28,4370,Zone_1,Block_3,Pipe_1,Zone_1_Block_3_Pipe_1,25.198912,55.271261,0
57.69,49.2,97.58,3.1481,2058.08,5732,Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.142826,55.226987,0
69.65,82.8,100.42,2.5173,1993.76,6950,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.200032,55.273566,0
44.01,85.62,97.02,3.0133,2166.7,6485,Zone_1,Block_5,Pipe_2,Zone_1_Block_5_Pipe_2,25.20698,55.265737,0
49.32,84.98,109.76,2.5443,2149.85,5223,Zone_2,Block_1,Pipe_5,Zone_2_Block_1_Pipe_5,25.274672,55.294208,0
82.29,86.58,101.35,2.6354,1767.66,6805,Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.201961,55.277331,0
64.23,94.53,102.97,2.6246,1185.36,1366,Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.199176,55.282936,0
69.0,63.83,100.71,2.8686,1892.22,8756,Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.207458,55.272226,0
51.14,89.34,99.57,2.8457,1705.74,3758,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.103914,55.160624,0
51.81,54.11,101.2,3.9697,1471.24,1258,Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.207638,55.270654,0
62.83,53.67,98.48,3.1804,1792.0,1096,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.199532,55.280321,0
28.23,85.53,97.55,3.0438,2095.3,8506,Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.195124,55.281899,0
58.17,87.89,101.61,1.6154,1574.23,7023,Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.088315,55.170235,0
45.38,90.16,99.15,3.5554,2676.85,4335,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.203147,55.267079,0
44.44,76.34,91.84,3.2825,2216.95,7168,Zone_1,Block_3,Pipe_4,Zone_1_Block_3_Pipe_4,25.208214,55.271835,0
63.76,70.12,103.27,2.7067,1820.39,5172,Zone_5,Block_3,Pipe_5,Zone_5_Block_3_Pipe_5,25.196109,55.280026,0
59.93,75.69,95.54,3.3962,1674.65,7015,Zone_2,Block_2,Pipe_1,Zone_2_Block_2_Pipe_1,25.273792,55.288989,0
68.73,67.06,99.08,2.8167,1774.92,5764,Zone_3,Block_3,Pipe_2,Zone_3_Block_3_Pipe_2,25.103038,55.156509,0
61.08,97.79,99.28,3.1121,2048.98,4663,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.140866,55.220267,0
49.42,60.16,95.94,2.4394,2038.83,7825,Zone_1,Block_5,Pipe_5,Zone_1_Block_5_Pipe_5,25.202327,55.272318,0
59.26,103.61,102.27,2.1972,1826.55,1082,Zone_3,Block_5,Pipe_5,Zone_3_Block_5_Pipe_5,25.095141,55.158381,0
60.43,95.8,101.93,2.6232,2174.4,1243,Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.146472,55.238787,0
41.68,95.16,108.91,2.1518,1868.25,6047,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.197345,55.280652,1
49.08,92.86,89.33,2.9349,1970.79,8543,Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,25.096165,55.168772,1
59.47,87.59,102.03,2.919,2372.74,4036,Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.196309,55.264309,0
60.78,76.61,103.86,3.2096,1672.52,3950,Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.091252,55.164016,0
52.74,85.5,99.64,3.4687,1620.09,2973,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.279266,55.30325,0
62.11,81.31,105.87,3.7956,1267.54,5439,Zone_1,Block_3,Pipe_4,Zone_1_Block_3_Pipe_4,25.202956,55.267709,0
51.92,71.64,99.27,2.4353,2073.74,1323,Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.151337,55.231943,0
40.91,78.41,100.5,2.5078,2129.72,6639,Zone_4,Block_4,Pipe_5,Zone_4_Block_4_Pipe_5,25.152713,55.232902,0
73.26,86.47,95.01,3.8119,1741.04,2780,Zone_3,Block_5,Pipe_1,Zone_3_Block_5_Pipe_1,25.089777,55.167884,0
69.89,115.04,101.14,3.3827,2581.34,9833,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.267096,55.2918,0
78.66,89.26,93.24,2.7861,1632.42,8274,Zone_2,Block_4,Pipe_5,Zone_2_Block_4_Pipe_5,25.274114,55.293218,0
75.15,66.81,99.25,3.3869,2614.08,9622,Zone_3,Block_4,Pipe_5,Zone_3_Block_4_Pipe_5,25.097028,55.155945,0
59.52,98.14,106.43,3.0951,2050.6,4321,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.14281,55.230156,0
68.5,76.05,97.69,3.9733,1588.0,4371,Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.196596,55.280047,0
59.66,57.62,101.55,3.4276,2216.05,8831,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.101539,55.157197,0
45.94,60.53,109.6,2.8689,2098.99,1869,Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.277405,55.292802,0
74.56,85.91,101.21,4.3716,2132.26,7789,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.19655,55.285143,0
49.13,89.22,101.0,3.3759,1915.39,7886,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.149772,55.2236,0
63.0,73.45,108.14,3.6102,2188.72,8523,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.088873,55.167474,0
61.32,101.02,100.29,2.7866,2627.5,5088,Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.203459,55.267377,0
65.58,89.12,93.46,3.0489,1792.51,8928,Zone_4,Block_3,Pipe_4,Zone_4_Block_3_Pipe_4,25.136132,55.23854,0
58.21,83.2,101.47,3.5827,1890.97,8511,Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.204649,55.276756,0
69.26,48.79,107.41,2.2682,1962.43,9414,Zone_5,Block_3,Pipe_5,Zone_5_Block_3_Pipe_5,25.20293,55.284298,0
67.32,78.91,95.48,3.1403,1740.44,5777,Zone_4,Block_3,Pipe_4,Zone_4_Block_3_Pipe_4,25.14922,55.230217,0
55.44,71.29,108.57,2.4605,1863.09,6021,Zone_4,Block_4,Pipe_4,Zone_4_Block_4_Pipe_4,25.149617,55.239442,0
58.97,94.61,103.07,4.4621,1558.52,6227,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.264159,55.293624,0
46.69,70.76,96.35,2.4312,1981.74,7267,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.148242,55.23392,0
56.58,64.22,92.98,2.9365,2672.39,2931,Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.106173,55.167432,0
43.88,95.85,93.6,3.5344,2037.2,1062,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.193373,55.284963,1
57.75,69.19,101.26,3.3208,1611.51,6404,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.088032,55.171576,0
48.62,24.67,108.34,2.5938,2101.96,3015,Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.197285,55.28603,0
65.92,63.83,105.68,3.6122,1798.02,3774,Zone_1,Block_4,Pipe_4,Zone_1_Block_4_Pipe_4,25.211706,55.266831,0
58.58,85.77,100.16,3.6411,2200.62,3944,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.150689,55.221652,0
53.52,45.88,99.14,3.5045,2053.09,7508,Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.092317,55.157736,0
66.86,79.7,97.49,2.992,1951.15,3051,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.145899,55.227559,0
48.93,96.92,91.67,3.1929,2071.29,5690,Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.201331,55.265233,1
65.13,87.11,96.23,3.2464,1918.41,3293,Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.097111,55.156278,0
75.94,90.65,104.52,3.1998,1757.22,3143,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.092045,55.15954,0
46.86,71.88,97.18,2.4291,2023.9,6870,Zone_2,Block_5,Pipe_4,Zone_2_Block_5_Pipe_4,25.279578,55.2965,0
67.72,59.76,96.01,3.2434,1963.42,6720,Zone_4,Block_3,Pipe_4,Zone_4_Block_3_Pipe_4,25.150769,55.226268,0
65.19,67.79,102.71,2.9157,1951.61,4254,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.19191,55.286958,0
51.65,97.8,92.75,2.8528,1803.22,4681,Zone_1,Block_5,Pipe_5,Zone_1_Block_5_Pipe_5,25.204589,55.268669,1
60.72,72.5,101.15,3.0426,1472.53,5145,Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.274888,55.312817,0
45.0,74.88,89.19,3.4088,1928.55,6675,Zone_4,Block_5,Pipe_5,Zone_4_Block_5_Pipe_5,25.140016,55.234266,0
64.26,92.78,107.09,3.5452,1719.43,1910,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.089014,55.158101,0
59.44,106.5,105.61,2.9978,2104.99,7846,Zone_4,Block_2,Pipe_5,Zone_4_Block_2_Pipe_5,25.15248,55.232121,0
75.09,80.3,99.03,3.4151,2130.84,7646,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.154957,55.230534,0
57.65,74.72,95.55,3.3103,1664.01,8445,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.215455,55.262211,0
56.94,77.74,102.87,3.5578,1825.09,1928,Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.27492,55.298743,0
55.43,77.34,104.57,2.3242,1898.38,7286,Zone_2,Block_1,Pipe_5,Zone_2_Block_1_Pipe_5,25.282573,55.291444,0
62.39,79.68,90.92,1.8201,2210.71,8584,Zone_4,Block_1,Pipe_4,Zone_4_Block_1_Pipe_4,25.160352,55.235114,0
48.93,49.97,96.62,3.2115,2234.06,6287,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.152769,55.219535,0
63.38,79.05,105.05,3.4596,1930.11,2610,Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.20384,55.260848,0
57.06,65.05,111.45,2.9049,1985.67,7531,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.195215,55.27879,0
59.5,90.93,100.0,3.8429,1917.21,7735,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.100736,55.157529,0
52.27,89.18,115.48,3.0349,2420.71,5605,Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.0997,55.15824,0
44.21,89.35,98.05,2.7323,2191.08,7817,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.209059,55.258454,1
78.01,98.36,94.87,3.5536,2042.05,7897,Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.097056,55.156038,0
60.88,80.55,113.16,3.9414,2123.68,1402,Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.095646,55.159646,0
65.26,81.3,104.61,2.277,2146.4,4476,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.194096,55.285661,0
40.47,80.04,94.55,4.8383,2712.15,7213,Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.090963,55.160898,0
49.25,95.41,105.38,2.3368,1561.14,5335,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.143854,55.221906,1
57.94,75.39,98.36,2.5571,1855.27,8562,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.192523,55.289905,0
71.01,72.0,99.87,2.9099,2206.6,8555,Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.212944,55.267741,0
61.76,53.4,101.92,3.741,2489.1,3850,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.275282,55.301665,0
41.71,63.46,98.93,3.6955,1863.89,9142,Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.19661,55.283188,0
55.47,80.8,106.18,3.5643,2205.39,1527,Zone_5,Block_2,Pipe_5,Zone_5_Block_2_Pipe_5,25.195239,55.281541,0
53.63,97.48,100.94,3.6423,1593.9,5783,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.194548,55.284844,0
54.47,81.59,96.22,3.0858,1667.4,4462,Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.102444,55.160748,0
71.83,89.34,104.57,1.7569,2035.06,6891,Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.149185,55.232704,0
68.64,79.5,97.45,2.456,2529.98,5302,Zone_4,Block_4,Pipe_4,Zone_4_Block_4_Pipe_4,25.151298,55.22703,0
64.39,51.04,98.21,2.1492,2396.44,6864,Zone_3,Block_5,Pipe_5,Zone_3_Block_5_Pipe_5,25.088519,55.16251,0
79.14,69.1,93.3,3.0096,2156.31,1075,Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.215097,55.274699,0
51.79,68.37,91.31,3.124,1676.11,6037,Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.196882,55.271916,0
61.41,89.13,98.87,3.031,2144.76,9923,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.09912,55.160751,0
62.24,92.3,100.82,2.6486,1851.17,7361,Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.186203,55.27747,0
44.07,39.31,98.27,3.9143,2161.54,1990,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.198348,55.293575,0
68.46,48.1,95.71,2.9154,1588.09,9382,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.211572,55.272126,0
61.44,88.64,89.87,2.7485,2595.8,9609,Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.207294,55.26747,0
59.81,72.83,101.43,2.9406,2207.55,9760,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.098588,55.159432,0
62.87,87.89,92.84,2.6234,2513.2,9612,Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.207294,55.26747,0
58.96,77.53,102.93,3.4503,1634.17,7643,Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.18438,55.279745,0
53.47,75.71,99.62,2.8004,2212.46,8089,Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,25.099016,55.163858,0
64.4,105.1,101.24,3.3326,1952.92,2155,Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.093954,55.163816,0
56.65,59.24,106.48,1.683,2417.79,4045,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.27867,55.302783,0
55.17,84.4,97.25,3.0948,2127.29,1340,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.141694,55.228733,0
71.79,58.83,103.59,3.0089,1795.39,4591,Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.208066,55.266433,0
66.65,94.88,102.98,3.0954,2355.64,8078,Zone_1,Block_5,Pipe_4,Zone_1_Block_5_Pipe_4,25.204936,55.275614,0
40.15,91.9,100.0,3.1843,910.09,2533,Zone_5,Block_2,Pipe_4,Zone_5_Block_2_Pipe_4,25.196464,55.28563,0
62.77,78.08,96.3,3.1557,1864.32,8778,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.152604,55.220367,0
65.22,83.51,100.67,3.2278,1945.15,9899,Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.200213,55.283205,0
82.12,85.85,98.83,2.8283,1947.31,6109,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.220444,55.270497,0
64.62,80.5,105.37,3.1418,1987.07,6316,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.148971,55.2288,0
57.1,62.99,97.65,2.6328,1717.46,9837,Zone_4,Block_1,Pipe_4,Zone_4_Block_1_Pipe_4,25.144657,55.235678,0
65.14,46.51,96.76,3.3886,2264.89,6040,Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.094017,55.155346,0
46.1,61.23,90.29,2.2176,2535.17,8421,Zone_2,Block_1,Pipe_5,Zone_2_Block_1_Pipe_5,25.283674,55.296034,0
62.34,83.29,109.33,4.2062,2012.54,5303,Zone_2,Block_1,Pipe_4,Zone_2_Block_1_Pipe_4,25.275795,55.29367,0
59.37,118.54,92.13,1.7078,2369.88,2097,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.270514,55.291413,0
75.43,79.38,101.97,2.5602,1992.38,9263,Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204887,55.269523,0
79.48,100.95,102.46,2.9615,1866.59,1766,Zone_2,Block_1,Pipe_4,Zone_2_Block_1_Pipe_4,25.28856,55.293933,0
68.07,59.54,102.16,3.0408,1481.95,2586,Zone_5,Block_2,Pipe_5,Zone_5_Block_2_Pipe_5,25.189419,55.278077,0
63.17,81.58,102.62,3.0697,1988.41,7697,Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.197695,55.27175,0
63.31,77.92,102.39,3.9561,2372.34,5699,Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.101281,55.170181,0
73.4,104.98,100.52,3.3302,1768.02,8242,Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,25.281298,55.291229,0
64.89,66.62,99.4,3.6007,2119.81,9393,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.200572,55.271834,0
47.62,78.18,94.67,2.6691,2182.18,4407,Zone_4,Block_3,Pipe_5,Zone_4_Block_3_Pipe_5,25.146166,55.22507,0
57.71,83.96,103.77,3.5754,1928.88,8731,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.095289,55.16316,0
66.9,78.18,100.86,3.4798,1840.49,2438,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.212143,55.266404,0
66.1,65.5,106.05,3.2674,2000.48,2957,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.143322,55.231041,0
46.3,72.78,94.63,2.9784,1640.04,6292,Zone_4,Block_5,Pipe_5,Zone_4_Block_5_Pipe_5,25.149601,55.224018,0
45.94,98.03,99.6,3.5223,2302.07,2058,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.143318,55.229348,1
64.21,96.79,95.22,2.4828,2119.43,2593,Zone_2,Block_5,Pipe_2,Zone_2_Block_5_Pipe_2,25.27186,55.295147,0
56.55,37.97,97.12,2.551,2525.73,2197,Zone_5,Block_5,Pipe_1,Zone_5_Block_5_Pipe_1,25.190046,55.277563,0
57.62,103.83,93.67,2.3526,1967.72,9099,Zone_2,Block_2,Pipe_4,Zone_2_Block_2_Pipe_4,25.275775,55.30482,0
48.89,82.69,105.51,2.8226,1829.03,2868,Zone_3,Block_5,Pipe_1,Zone_3_Block_5_Pipe_1,25.087133,55.16425,0
79.2,55.71,85.16,2.6859,2118.19,3345,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.189179,55.280702,0
51.74,77.93,98.85,3.347,1625.23,9983,Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.191068,55.281352,0
63.77,51.23,94.66,2.8024,1727.91,1399,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.146882,55.224716,0
73.81,59.7,95.81,3.4212,1564.05,5820,Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.204742,55.274786,0
65.63,73.94,92.71,3.0981,2232.37,4370,Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.199532,55.282491,0
53.49,105.15,97.91,2.2631,1954.34,7927,Zone_1,Block_5,Pipe_1,Zone_1_Block_5_Pipe_1,25.209498,55.269194,0
59.26,80.81,91.3,2.5484,2215.67,5665,Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.278325,55.298325,0
